Nit;Fecha Corte;Duracion;Ingresos de actividades ordinarias;Costo de ventas;Ganancia bruta;Otros ingresos;Gastos de ventas;Gastos de administración;Otros gastos;Otras ganancias (pérdidas);Ganancia (pérdida) por actividades de operación;Ingresos financieros;Costos financieros;Ganancia (pérdida), antes de impuestos;Ingreso (gasto) por impuestos;Ganancia (pérdida) procedente de operaciones continuadas;Ganancia (pérdida) procedente de operaciones discontinuadas;Ganancia (pérdida)
900292680;31/12/2016;2016;11800041;2038885;9761156;196933;2958934;6471480;505184;1437664;1460155;104974;129712;1435417;138617;1296800;-327534;969266
860055076;31/12/2016;2016;3047947;2574939;473008;40253;153884;137677;311;;221389;229;100698;120920;35116;85804;;85804
900363279;31/12/2016;2016;11280350;8065436;3214914;15725;2977454;7503;125806;-23135;96741;0;222007;-125266;5610;-130876;0;-130876
860028577;31/12/2016;2016;366656;;366656;499;;161233;13006;0;192916;;;192916;36092;156824;;156824
900467183;31/12/2016;2016;14819269;13566181;1253088;64047;391995;224468;;;700672;11673;245690;466655;242941;223714;;223714
830509690;31/12/2016;2016;911498;;911498;0;;310375;10252;;590871;;67509;523362;11455;511907;;511907
830033279;31/12/2016;2016;30904119;22295038;8609081;0;2294144;1231982;0;0;5082955;2527149;1788619;5821485;2356000;3465485;0;3465485
830082285;31/12/2016;2016;14896703;12985181;1911522;208864;419425;1253281;13840;;433840;;158077;275763;90014;185749;;185749
811043583;31/12/2016;2016;1245009;1231409;13600;306;;17916;;;-4010;;11981;-15991;8535;-24526;;-24526
802023472;31/12/2016;2016;818738;0;818738;563883;0;429225;185408;;767988;281060;;1049048;-17589;1066637;;1066637
860500279;31/12/2016;2016;6043774;3189831;2853943;532527;774128;537737;77225;0;1997380;0;0;1997380;629240;1368140;0;1368140
800187774;31/12/2016;2015-ene-01 / 2016-dic-31;1385662;172;1385490;462653;;1240448;181202;;426493;;;426493;145007;281486;;281486
800187774;31/12/2016;2016;1920365;;1920365;901011;;2371620;119282;;330474;;;330474;112361;218113;;218113
900366380;31/12/2016;2016;515649;;515649;6;5049;124952;5642;;380012;;235775;144237;50698;93539;;93539
830021478;31/12/2016;2016;1711612;0;1711612;12594;0;1512199;5466;0;206541;46;0;206587;-542985;749572;0;749572
844001379;31/12/2016;2016;4379805;2602562;1777243;0;250227;690799;0;0;836217;293984;152038;978163;332588;645575;0;645575
800241578;31/12/2016;2016;23494984;20699902;2795082;800354;;2400825;126054;;1068557;12360;16005;1064912;172109;892803;;892803
890921192;31/12/2016;2016;30876958;16882369;13994589;117658;3443511;2646714;105801;0;7916221;83059;769826;7229454;2439818;4789636;0;4789636
805024690;31/12/2016;2016;12412398;9773524;2638874;561036;1846237;596693;14438;126636;869178;;75652;793526;292816;500710;;500710
800147079;31/12/2016;2016;5677896;3194695;2483201;73120;0;1608302;57530;0;890489;0;637292;253197;148161;105036;0;105036
900024091;31/12/2016;2016;428332;209875;218457;268748;400743;36956;9581;;39925;;1700;38225;17357;20868;;20868
830106416;31/12/2016;2016;19619809;14488280;5131529;1431891;2299776;1126332;596764;;2540548;63280;750913;1852915;770746;1082169;;1082169
805015480;31/12/2016;2016;8815323;4701870;4113453;179387;2684551;473222;59135;;1075932;6793;788925;293800;145490;148310;;148310
830088784;31/12/2016;2016;18882937;17747680;1135257;100911;0;805178;312450;;118540;0;49215;69325;29999;39326;;39326
804006979;31/12/2016;2016;2856168;2403673;452495;0;241407;123738;22284;0;65066;0;0;65066;32860;32206;-1635;30571
830025971;31/12/2016;2016;6302768;4790947;1511821;39933;0;785343;296640;0;469771;0;0;469771;287501;182270;0;182270
800090281;31/12/2016;2016;1564765;432831;1131934;1169724;2573;2103320;;;195765;2311;20214;177862;160494;17368;;17368
900209180;31/12/2016;2016;293443;;293443;2567;;195958;2631;2143;99564;11358;4696;106226;65158;41068;;41068
811008778;31/12/2016;2016;20897496;16797197;4100299;366234;1982514;1659475;403908;;420636;97286;;517922;229791;288131;;288131
830087479;31/12/2016;2016;17574525;12934236;4640289;49116;1875727;1023479;360829;;1429370;;;1429370;545029;884341;;884341
811033183;31/12/2016;2016;9927319;7274767;2652552;150981;234692;1570511;267317;202666;933679;33092;1039456;-72685;40628;-113313;;-113313
800153677;31/12/2016;2016;14535140;11535821;2999319;391161;1128238;896412;108772;;1257058;67136;476664;847530;297776;549754;;549754
811045372;31/12/2016;2016;3794403;3302999;491404;15824;361805;44278;3652;;97493;;65999;31494;;31494;;31494
814006266;31/12/2016;2016;9139619;6439665;2699954;63647;;1298599;525009;;939993;;;939993;677967;262026;;262026
900217571;31/12/2016;2016;1606324;264445;1341879;617561;37170;1634916;;;287354;;158362;128992;;128992;;128992
800126974;31/12/2016;2016;2537614;1906192;631422;155028;0;484610;0;0;301840;0;87235;214605;74202;140403;0;140403
900881778;31/12/2016;2016;0;0;0;0;;269504;74776;;-344280;;;-344280;-97012;-247268;0;-247268
811012777;31/12/2016;2016;470000;532097;-62097;622691;;200535;466727;;-106668;;;-106668;81929;-188597;;-188597
860528168;31/12/2016;2016;7899487;6983465;916022;28345;404605;518725;;;21037;;11158;9879;3360;6519;;6519
860004376;31/12/2016;2016;15692875;10205133;5487742;0;1988511;1920126;951696;;627409;;;627409;252699;374710;11320;386030
830122983;31/12/2016;2016;32975631;16028436;16947195;89875;11260680;1838380;121352;-175231;3641427;1098809;880003;3860233;1362737;2497496;;2497496
830059437;31/12/2016;2016;7790113;6482912;1307201;3276;139571;559420;177339;;434147;;;434147;147610;286537;;286537
811024067;31/12/2016;2016;20143820;15791315;4352505;201638;386635;3343889;193741;0;629878;123133;811944;-58933;-191826;132893;;132893
830115475;31/12/2016;2016;421634;38759;382875;7099;;598192;126448;;-334666;35;30800;-365431;3950;-369381;;-369381
811030780;31/12/2016;2016;78775;;78775;326537;;226463;112658;;66191;24935;;91126;36832;54294;;54294
900249079;31/12/2016;2016;2425020;1736504;688516;70424;169458;284045;61980;;243457;;;243457;93242;150215;;150215
900043883;31/12/2016;2016;400000;;400000;150831;;136301;12647;;401883;;10930;390953;12554;378399;;378399
890206072;31/12/2016;2016;4783211;3192873;1590338;58733;391413;583785;170632;0;503241;0;78190;425051;171652;253399;;253399
900435790;31/12/2016;2016;1660538;1198906;461632;650875;317697;557521;152780;0;84509;0;0;84509;23217;61292;0;61292
830074479;31/12/2016;2016;502067;21225;480842;621;;521337;2966;;-42840;;2024;-44864;35936;-80800;;-80800
830094685;31/12/2016;2016;3492192;1677131;1815061;24653;1022782;481244;27628;;308060;28640;82822;253878;102475;151403;;151403
800055084;31/12/2016;2016;7642749;6194266;1448483;249499;56556;778309;100656;0;762461;53131;666376;149216;152773;-3557;0;-3557
860061480;31/12/2016;2016;37615756;36358230;1257526;346454;0;368992;564917;0;670071;0;0;670071;298421;371650;0;371650
802014278;31/12/2016;2016;57534590;40897741;16636849;0;9920262;4437810;0;0;2278777;2717697;3500871;1495603;707310;788293;0;788293
900014868;31/12/2016;2016;2233659;1680660;552999;77545;34584;148945;327844;0;119171;0;;119171;47870;71301;0;71301
830001362;31/12/2016;2016;17219720;12835485;4384235;398694;1510913;970707;620828;;1680481;;;1680481;713003;967478;;967478
830043378;31/12/2016;2016;5077999;3346564;1731435;156341;423979;1354251;97657;;11889;;;11889;;11889;;11889
890111466;31/12/2016;2016;203004;;203004;175;;107493;18887;;76799;19372;425559;-329388;;-329388;;-329388
900465095;31/12/2016;2016;38400554;31796227;6604327;58910;;3773083;437282;;2452872;3629;212883;2243618;858891;1384727;;1384727
830055479;31/12/2016;2016;9831484;9499650;331834;7418;18082;245194;48515;;27461;;;27461;14903;12558;;12558
830124781;31/12/2016;2016;11438528;7825695;3612833;230594;2356685;923825;146870;43830;459877;;;459877;;459877;;459877
800149671;30/06/2016;2015-2016;25742172;16024427;9717745;211045;5571531;2264571;14626;;2078062;981025;593553;2465534;1015247;1450287;;1450287
800149671;30/06/2016;2016-S1;10412750;6195635;4217115;188152;2186396;1200486;71563;;946822;469708;511312;905218;400919;504299;;504299
860023273;31/12/2016;2016;2174131;;2174131;32177;;4838731;50441;;-2682864;;;-2682864;;-2682864;;-2682864
900515872;31/12/2016;2016;2772346;1686348;1085998;4601;16617;342762;347095;;384125;;137926;246199;;246199;;246199
900077685;31/12/2016;2016;6518087;3267134;3250953;92519;2375377;2114319;986392;;-2132616;17127;1518491;-3633980;70999;-3704979;0;-3704979
800030279;31/12/2016;2016;2400191;1416113;984078;2583;295569;532337;16513;;142242;;;142242;49936;92306;;92306
900159278;31/12/2016;2016;9970754;6920555;3050199;263351;306298;1782851;147553;;1076848;147367;582838;641377;;641377;;641377
802009563;31/12/2016;2016;22979755;19351960;3627795;71380;1156138;1912852;394673;0;235512;79511;180207;134816;97318;37498;0;37498
800146077;31/12/2016;2016;52490823;41540422;10950401;635981;47940;6678709;91269;4516910;9285374;8907;881829;8412452;2713293;5699159;0;5699159
816005778;31/12/2016;2016;9994375;6720027;3274348;125556;2551388;197799;18783;;631934;;80810;551124;196553;354571;;354571
811008779;31/12/2016;2016;5469039;4941475;527564;14512;352332;477973;53852;;-342081;1040644;359991;338572;129293;209279;;209279
811037682;31/12/2016;2016;33076237;11959294;21116943;2235916;11880970;7379928;27172;;4064789;842906;1469164;3438531;619477;2819054;;2819054
900446887;31/12/2016;2016;1868466;721680;1146786;673293;111434;1271264;176472;;260909;1780;;262689;102412;160277;;160277
900875278;31/12/2016;2016;0;0;0;6465;0;1868550;12555;0;-1874640;22663;20944;-1872921;1035;-1873956;0;-1873956
890913987;31/12/2016;2016;29653629;24454984;5198645;176271;2997946;1136976;93764;;1146230;10045;274638;881637;301071;580566;;580566
860028680;31/12/2016;2016;3858445;2106323;1752122;374616;655651;496610;388214;;586263;172345;266527;492081;193257;298824;;298824
830047078;31/12/2016;2016;15533097;10399429;5133668;5266411;0;2038076;3974194;0;4387809;;5474072;-1086263;0;-1086263;0;-1086263
900131075;31/12/2016;2016;18502736;11992076;6510660;88899;920148;2958262;105497;0;2615652;0;50853;2564799;1187293;1377506;0;1377506
900636479;31/12/2016;2016;5962337;3699053;2263284;802217;2518240;369701;752739;;-575179;;555;-575734;-10466;-565268;;-565268
891856576;31/12/2016;2016;1758273;960008;798265;192396;504;397666;224087;0;368404;0;223921;144483;85668;58815;0;58815
890101509;31/12/2016;2016;4656932;3734855;922077;6968;75073;840771;56539;;-43338;;;-43338;21566;-64904;;-64904
800229279;31/12/2016;2016;1321263;894016;427247;37028;;382333;12448;;69494;;52760;16734;8287;8447;;8447
900496980;31/12/2016;2016;12020712;7850020;4170692;0;0;1968102;0;0;2202590;762900;2016323;949167;366732;582435;0;582435
900465178;31/12/2016;2016;0;;0;0;;;;;0;;;0;;0;;0
800225472;31/12/2016;2016;477315;120766;356549;16571;0;665025;8513;;-300418;;9204;-309622;155234;-464856;;-464856
890117277;31/12/2016;2016;33702708;30365609;3337099;368142;;;;;3705241;253718;;3958959;-2814796;6773755;;6773755
830092384;31/12/2016;2016;28960157;19151514;9808643;73465;3727773;3829757;114824;;2209754;91595;312510;1988839;806457;1182382;;1182382
892300879;31/12/2016;2016;2578996;284480;2294516;159613;;2575213;38134;;-159218;;;-159218;-167148;7930;;7930
890319585;31/12/2016;2016;2550910;2049290;501620;253650;;197488;458964;;98818;33640;63296;69162;295056;-225894;;-225894
890305654;31/12/2016;2016;583195;0;583195;50394;21830;493334;1684;0;116741;0;2248;114493;33214;81279;0;81279
891410182;31/12/2016;2016;43782148;33152129;10630019;104455;2670394;809662;1033200;;6221218;181223;;6402441;2868739;3533702;;3533702
900486772;31/12/2016;2016;6615485;4992137;1623348;1356473;831177;1620649;;;527995;;990334;-462339;;-462339;;-462339
900738988;31/12/2016;2016;3404266;2033690;1370576;1720;1218275;834278;92345;0;-772602;32729;272168;-1012041;0;-1012041;0;-1012041
900678990;31/12/2016;2016;0;0;0;8;36672;419267;4130;0;-460061;772;16050;-475339;-33210;-442129;0;-442129
900508277;31/12/2016;2016;8745480;6464574;2280906;142725;;1093135;211396;;1119100;;;1119100;367039;752061;;752061
900420783;31/12/2016;2016;6064309;4744401;1319908;214605;;1544511;;;-9998;400;8654394;-8663992;;-8663992;;-8663992
800077577;31/12/2016;2016;2531051;2003243;527808;21036;;371501;18010;;159333;7021;5172;161182;57882;103300;;103300
900470673;31/12/2016;2016;9027727;4931686;4096041;0;;1750063;752799;;1593179;;;1593179;;1593179;;1593179
860072480;31/12/2016;2016;2808548;1240889;1567659;123623;;931297;25847;;734138;;;734138;;734138;;734138
800109279;31/12/2016;2016;16767631;13485054;3282577;684202;1150890;1046297;618828;;1150764;;;1150764;518291;632473;;632473
900069778;31/12/2016;2016;42000;0;42000;148698;0;388563;0;0;-197865;1316599;12279;1106455;272154;834301;;834301
900294384;31/12/2016;2016;1624440;211937;1412503;0;;714300;;;698203;;;698203;;698203;;698203
830500371;31/12/2016;2016;15000;0;15000;0;0;2330;0;0;12670;0;430829;-418159;6279;-424438;0;-424438
900632480;31/12/2016;2016;818943;;818943;41135;;606419;1421;;252238;1261;5774;247725;41965;205760;;205760
811038570;31/12/2016;2016;52517552;37239696;15277856;1513076;8223626;1894469;615446;0;6057391;16732;316404;5757719;2480221;3277498;0;3277498
900618586;31/12/2016;2016;1255718;0;1255718;89;0;343233;13993;0;898581;8;397289;501300;179599;321701;0;321701
830512478;31/12/2016;2016;9800702;7413157;2387545;73250;1476051;484946;0;0;499798;0;242625;257173;118568;138605;0;138605
800000276;31/12/2016;2016;321430952;274957420;46473532;2606770;29883753;8506755;431009;-410418;9848367;0;6209879;3638488;3370284;268204;0;268204
808003679;31/12/2016;2016;3784457;329999;3454458;0;2353771;848138;6754;;245795;;;245795;91537;154258;;154258
811045889;31/12/2016;2016;13456992;12249008;1207984;20525;416066;363783;79696;;368964;4795;87306;286453;118778;167675;;167675
800215583;31/12/2016;2016-S2;9533446;3517158;6016288;161688;85074;2689422;67035;;3336445;;;3336445;495933;2840512;;2840512
860516178;31/12/2016;2016;8645968;8156476;489492;2369513;308821;1390530;2787519;;-1627865;;;-1627865;-387158;-1240707;;-1240707
811013684;31/12/2016;2016;4490645;3605090;885555;127111;;662627;54117;;295922;3810;53856;245876;85246;160630;;160630
810002278;31/12/2016;2016;1953459;1369170;584289;66080;285355;2479;;;362535;;143664;218871;63946;154925;;154925
800173511;31/12/2016;2016;4019402;3420038;599364;12231;164261;236111;;0;211223;0;147499;63724;0;63724;0;63724
830122576;31/12/2016;2016;5377055;2400835;2976220;9224;3610;966719;1222079;-101073;691963;375351;324902;742412;287285;455127;;455127
900555630;31/12/2016;2016;5159856;4597004;562852;85238;127282;290248;;;230560;;35992;194568;;194568;;194568
830142667;31/12/2016;2016;1701409;907897;793512;186105;281629;363452;14504;-64428;255604;0;63107;192497;136360;56137;0;56137
800130684;31/12/2016;2016;235837;;235837;441893;;963680;;-491194;-777144;;;-777144;;-777144;;-777144
890932477;31/12/2016;2016;1821326;897943;923383;16411;;547478;11303;;381013;;65975;315038;157041;157997;;157997
900406280;31/12/2016;2016;859858;;859858;107463;404110;191359;169672;;202180;353;;202533;70403;132130;;132130
890700877;31/12/2016;2016;7201879;4700213;2501666;27021;837906;1055334;6497;;628950;15122;89600;554472;202195;352277;;352277
800048991;31/12/2016;2016;6367828;1629757;4738071;0;;4138867;;;599204;4120;122660;480664;479950;714;;714
811025881;31/12/2016;2016;4845274;149012;4696262;148055;;4385550;60141;;398626;2230;562719;-161863;2383;-164246;;-164246
900395072;31/12/2016;2016;287595;0;287595;1484989;0;646493;302950;-3660;819481;0;0;819481;34969;784512;0;784512
830507283;31/12/2016;2016;4299767;2080121;2219646;1555747;811858;800485;84432;;2078618;161129;115505;2124242;176501;1947741;;1947741
830041905;31/12/2016;2016;5174100;3279779;1894321;8793;652505;552720;;;697889;;154195;543694;137258;406436;;406436
809001395;31/12/2016;2016;16915660;14352206;2563454;1159549;1033173;1649969;1323564;;-283703;;;-283703;69387;-353090;;-353090
900579477;31/12/2016;2016;1059962;953026;106936;0;;154687;66477;;-114228;;;-114228;12295;-126523;;-126523
813002377;31/12/2016;2016;6673602;6249849;423753;0;;309046;;;114707;496;91500;23703;;23703;;23703
900370679;31/12/2016;2016;12881774;8735231;4146543;268529;2521959;1221382;401943;381684;651472;1165;367864;284773;163275;121498;;121498
830117384;31/12/2016;2016;8248586;4648962;3599624;26569;2646395;0;35509;0;944289;689361;959529;674121;239786;434335;0;434335
830094781;31/12/2016;2016;5857502;4009146;1848356;10437;;1410519;96948;;351326;;;351326;126505;224821;;224821
900346081;31/12/2016;2016;0;492794;-492794;699680;0;118023;15399;0;73464;;175231;-101767;;-101767;;-101767
890924584;31/12/2016;2016;32665;;32665;12867;;97572;7617;;-59657;;10598;-70255;;-70255;;-70255
900258177;31/12/2016;2016;16340663;5428556;10912107;174654;;5406486;47354;;5632921;2263229;1778471;6117679;3044526;3073153;;3073153
800252385;31/12/2016;2016;854120;;854120;20360;551795;142526;89567;;90592;1;26094;64499;60489;4010;;4010
900014776;31/12/2016;2016;7469354;5108928;2360426;334752;1047054;512500;387608;0;748016;0;0;748016;0;748016;0;748016
830094877;31/12/2016;2016;1350000;0;1350000;19228;0;459926;41812;0;867490;480835;330775;1017550;287583;729967;0;729967
900360081;31/12/2016;2016;17841;5972;11869;187583;0;714762;85513;0;-600823;6342;172071;-766552;6507;-773059;0;-773059
830064988;31/12/2016;2016;16195754;13329310;2866444;24933;;2443006;214049;;234322;;;234322;131111;103211;;103211
811003380;31/12/2016;2016;5364796;;5364796;123117;;2445804;130210;;2911899;;;2911899;1043397;1868502;;1868502
830030281;31/12/2016;2016;4056534;3302448;754086;28461;0;617657;243942;0;-79052;0;0;-79052;0;-79052;0;-79052
890317178;31/12/2016;2016;975210;26724;948486;15101;;655417;40315;;267855;;;267855;88140;179715;;179715
860039286;31/12/2016;2016;7205246;4814307;2390939;353483;458285;951743;1840;;1332554;71439;39065;1364928;383787;981141;;981141
830015579;31/12/2016;2016;301125;837211;-536086;1243542;2337;555683;833190;;-683754;;;-683754;253675;-937429;;-937429
830039572;31/12/2016;2016;2311973;1534939;777034;10475;;645209;38434;;103866;;;103866;46662;57204;0;57204
830125779;31/12/2016;2016;3960621;3479529;481092;1835762;;1063639;32;-251;1252932;134029;927247;459714;-196918;656632;;656632
860523285;31/12/2016;2016;1132445;787938;344507;0;278796;71457;0;0;-5746;0;430944;-436690;0;-436690;0;-436690
830077989;31/12/2016;2016;4455238;2965409;1489829;28765;204804;691457;;;622333;;585843;36490;;36490;;36490
900730776;31/12/2016;2016;48336;47610;726;0;0;210;0;0;516;0;0;516;175;341;0;341
860451569;31/12/2016;2016;15813131;13113375;2699756;491574;367254;1557430;124296;;1142350;57525;314333;885542;330308;555234;;555234
900191068;31/12/2016;2016;1011652;;1011652;1;;358849;2926;;649878;41879;565;691192;33928;657264;;657264
900149595;31/12/2016;2016;2770006;2480723;289283;33189;1873;166300;97008;;57291;;;57291;7741;49550;;49550
830103693;31/12/2016;2016;2995595;1756677;1238918;462;606407;370644;0;0;262329;0;88455;173874;60513;113361;0;113361
800142682;31/12/2016;2016;9001353;7610685;1390668;0;;478208;;;912460;265;606895;305830;;305830;;305830
890401483;31/12/2016;2016;2586741;;2586741;239082;;2031173;139891;;654759;;13054;641705;262612;379093;;379093
890000785;31/12/2016;2016;15755333;13017242;2738091;346298;52329;1862642;533678;;635740;630309;697557;568492;;568492;;568492
811001599;31/12/2016;2016;17175390;17472245;-296855;0;334500;2939618;;;-3570973;318202;1688164;-4940935;26619;-4967554;;-4967554
890931484;31/12/2016;2016;23805000;20924000;2881000;71000;;2081000;87000;;784000;41000;142000;683000;193000;490000;;490000
900508065;31/12/2016;2016;4743579;;4743579;167064;;1870391;211686;;2828566;;102749;2725817;;2725817;;2725817
816006185;31/12/2016;2016;4924269;4231567;692702;125038;;422964;48960;0;345816;;0;345816;72859;272957;0;272957
900402175;31/12/2016;2016;2177399;;2177399;0;;518476;;;1658923;;891421;767502;254353;513149;;513149
811045421;31/12/2016;2016;10866676;9160956;1705720;0;0;126579;344605;0;1234536;0;106436;1128100;383556;744544;0;744544
900227979;31/12/2016;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
890933695;31/12/2016;2016;3239595;47910;3191685;99563;2564503;1158125;105;;-431485;343;352;-431494;134681;-566175;;-566175
830043073;31/12/2016;2016;2610385;1284491;1325894;60375;579839;663705;;;142725;;223755;-81030;14974;-96004;;-96004
811009393;31/12/2016;2016;24756713;16421359;8335354;1820902;3933441;2585343;2590822;;1046650;;;1046650;610778;435872;;435872
830018176;31/12/2016;2016;10378374;8274027;2104347;184940;1149595;563229;78618;;497845;;189894;307951;99103;208848;;208848
900230526;31/12/2016;2016;618931;;618931;0;;370169;106624;;142138;;;142138;52675;89463;;89463
900043887;31/12/2016;2016;485977;;485977;126184;;774173;1771;386698;222915;;13106;209809;19243;190566;;190566
800146415;31/12/2016;2016;6797516;3221555;3575961;0;637658;1102431;851459;0;984413;0;0;984413;334700;649713;0;649713
890111280;31/12/2016;2016;788719;566262;222457;581239;15724;415111;14883;;357978;;;357978;73544;284434;;284434
900612381;31/12/2016;2016;18172387;13103349;5069038;781284;0;705895;2457523;0;2686904;32034;68701;2650237;864316;1785921;-136711;1649210
900032380;31/12/2016;2016;3129646;1858908;1270738;1880;1025442;;15;;247161;;45690;201471;70985;130486;;130486
900722482;31/12/2016;2016;468927;;468927;2;;184871;251303;;32755;83;;32838;12357;20481;;20481
900149095;31/12/2016;2016;2985021;2363374;621647;2198;370609;192223;0;0;61013;0;88253;-27240;7432;-34672;0;-34672
800078482;31/12/2016;2016;2653598;900745;1752853;212611;112299;437535;1662564;118522;-128412;101359;366731;-393784;48042;-441826;0;-441826
900399980;31/12/2016;2016;21154532;18115774;3038758;0;544069;1464545;;;1030144;;282298;747846;269864;477982;;477982
830089377;31/12/2016;2016;2058704;1724560;334144;57404;0;215256;11464;0;164828;15943;7121;173650;67753;105897;0;105897
900477375;31/12/2016;2016;1606795;724304;882491;29374;560653;249586;95504;;6122;;;6122;;6122;;6122
900436579;31/12/2016;2016;22091879;18842357;3249522;8375;2004664;515472;175506;;562255;363117;526028;399344;172901;226443;;226443
900321578;31/12/2016;2016;10756804;8184609;2572195;281346;1503948;562369;754891;;32333;4630;47471;-10508;118154;-128662;;-128662
890328485;31/12/2016;2016;20893759;13967600;6926159;81735;1255977;3629032;47024;;2075861;542346;809356;1808851;682161;1126690;;1126690
900262893;31/12/2016;2016;28187052;19462723;8724329;480815;3481084;1204172;2824692;;1695196;;1139849;555347;184675;370672;;370672
830007379;31/12/2016;2016;11992416;9437290;2555126;0;572831;1194624;0;0;787671;155584;96645;846610;410220;436390;0;436390
890307980;31/12/2016;2016;1410060;;1410060;336516;;277123;873076;;596377;;;596377;;596377;;596377
900426111;31/12/2016;2016;112610;;112610;0;;314196;;;-201586;3502946;2849;3298511;24167;3274344;;3274344
860526379;31/12/2016;2016;495331;0;495331;20413;;397734;19656;;98354;7341;;105695;24642;81053;;81053
800198076;31/12/2016;2016;8412401;6184192;2228209;51939;1119307;597029;237320;0;326492;4550;239573;91469;51706;39763;0;39763
890309678;31/12/2016;2016;19300634;14674914;4625720;0;0;485860;;;4139860;247472;2588957;1798375;672599;1125776;;1125776
811015269;31/12/2016;2016;9100711;5458100;3642611;350826;2848001;692482;105515;0;347439;0;0;347439;4893;342546;0;342546
800249592;31/12/2016;2016;296490;;296490;796;;6882;796;;289608;;;289608;95967;193641;;193641
830013781;31/12/2016;2016;5543590;4282235;1261355;21102;273898;349992;65938;;592629;;;592629;236950;355679;;355679
900414272;31/12/2016;2016;9879696;8342218;1537478;295617;;1524085;586867;;-277857;490967;169664;43446;-1760;45206;;45206
800082585;31/12/2016;2016;30884976;7610004;23274972;486670;599320;887017;291246;;21984059;51711;8013358;14022412;5634762;8387650;;8387650
900524476;31/12/2016;2016;26819916;21693527;5126389;458581;2774162;1110229;33194;;1667385;;378219;1289166;451208;837958;;837958
890903483;31/12/2016;2016;4841530;4091223;750307;73011;42075;532829;125076;;123338;;;123338;49707;73631;;73631
900420576;31/12/2016;2016;4365014;2769951;1595063;1821750;743401;1596477;1607405;;-530470;;;-530470;657311;-1187781;;-1187781
900339185;31/12/2016;2016;5684475;4082919;1601556;90759;0;819943;276595;0;595777;0;0;595777;215152;380625;0;380625
900185386;31/12/2016;2016;1067244;533595;533649;129;194660;264353;95844;0;-21079;0;0;-21079;12074;-33153;0;-33153
900172792;31/12/2016;2016;142207;0;142207;27018;0;28451;613;0;140161;;;140161;12848;127313;0;127313
890930177;31/12/2016;2016;4063170;3051012;1012158;42941;;555894;127386;;371819;;;371819;153428;218391;;218391
830031583;31/12/2016;2016;4849776;4308517;541259;0;90762;123696;;;326801;;10278;316523;139270;177253;;177253
900060477;31/12/2016;2016;6793312;4539043;2254269;158156;1257056;491711;83115;;580543;0;394194;186349;58900;127449;0;127449
891103066;31/12/2016;2016;1458458;969599;488859;333058;;368710;315;;452892;362;237095;216159;1048;215111;;215111
830039775;31/12/2016;2016;21590208;14933474;6656734;0;3495599;2110745;0;124498;1174888;0;889629;285259;165456;119803;0;119803
811046191;31/12/2016;2016;18470621;16634928;1835693;485515;707963;654927;55896;;902422;;690501;211921;56827;155094;;155094
800124975;31/12/2016;2016;1718789;1235100;483689;65830;6125;327477;71604;0;144313;;;144313;60718;83595;0;83595
830111876;31/12/2016;2016;56713766;50526294;6187472;1648744;0;5363273;906309;0;1566634;0;0;1566634;752367;814267;0;814267
835001087;31/12/2016;2016;4994402;450880;4543522;24223;2009046;1526945;563315;0;468439;672;0;469111;166312;302799;0;302799
900235779;31/12/2016;2016;663793;;663793;0;;385637;857;;277299;;2;277297;93012;184285;;184285
809006578;31/12/2016;2016;14895272;11813184;3082088;345996;2206549;421501;0;0;800034;0;403249;396785;296844;99941;0;99941
830066676;31/12/2016;2016;3025339;;3025339;4829;;2618257;48662;;363249;;;363249;149381;213868;;213868
830127077;31/12/2016;2016;761200;321176;440024;51650;;520213;;;-28539;;;-28539;;-28539;;-28539
860001978;31/12/2016;2016;37180713;27573626;9607087;580118;4340860;2306920;258189;;3281236;1941231;3427408;1795059;817417;977642;;977642
802019082;31/12/2016;2016;5832325;4701611;1130714;22834;685564;278064;33476;0;156444;0;0;156444;0;156444;0;156444
804007677;31/12/2016;2016;3092652;2072355;1020297;438185;;600461;468860;;389161;;;389161;86652;302509;;302509
900266776;31/12/2016;2016;44561457;37986647;6574810;803605;0;4381397;1330591;0;1666427;0;0;1666427;101538;1564889;0;1564889
860047379;31/12/2016;2016;9236880;6599904;2636976;330092;1120488;718258;;;1128322;198115;827407;499030;169897;329133;;329133
830030479;31/12/2016;2016;2460290;1732518;727772;13400;;362629;;;378543;;55180;323363;119023;204340;;204340
900258824;31/12/2016;2016;207596;;207596;113897;;1307956;274905;;-1261368;139372;3752;-1125748;66838;-1192586;;-1192586
804002790;31/12/2016;2016;4261770;;4261770;639153;0;1573395;196783;;3130745;137337;57668;3210414;1118780;2091634;;2091634
900650376;31/12/2016;2016;30000;0;30000;0;0;5457;1106;;23437;1766;619;24584;6015;18569;;18569
800216700;31/12/2016;2016;879535;0;879535;0;0;337990;0;0;541545;8132;2139;547538;144210;403328;0;403328
900391989;31/12/2016;2016;1910350;1801522;108828;8237;0;111069;1966;0;4030;5022;409;8643;18474;-9831;;-9831
860007873;31/12/2016;2016;14860914;4266547;10594367;30484;;1575092;7450481;;1599278;160915;843408;916785;394974;521811;;521811
891410077;31/12/2016;2016;6022903;3254006;2768897;0;1442165;732089;656649;0;-62006;;;-62006;-295268;233262;;233262
830129393;31/12/2016;2016;1351928;0;1351928;635285;;1439205;419171;;128837;2584;;131421;80255;51166;;51166
