NIT;FECHA CORTE;DURACION;(+/-) Ganancia (pérdida);(+/-) Ajustes por gastos por impuestos a las ganancias;( + ) Ajustes por gastos de depreciación y amortización;(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo;(+) Ajustes por provisiones;(+) Ajustes por costos financieros;(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas;(+/-) Ajustes por pérdidas (ganancias) del valor razonable;(-) Ajustes por ganancias no distribuidas de asociadas;(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes;(+/-) Otros ajustes para conciliar la ganancia (pérdida);Total ajustes para conciliar la ganancia (pérdida);(+/-) Ajustes por disminuciones (incrementos) en los inventarios;(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial;(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación;(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial;(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de operación;(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios;(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios;(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades;(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades;(+) Otros cobros por la venta de participaciones en negocios conjuntos;(-) Otros pagos para adquirir participaciones en negocios conjuntos;(+) Importes procedentes de la venta de propiedades, planta y equipo;(-) Compras de propiedades, planta y equipo;(+) Importes procedentes de ventas de activos intangibles;(-) Compras de activos intangibles;(+) Recursos por ventas de otros activos a largo plazo;(-) Compras de otros activos a largo plazo;(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera;(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera;(+) Dividendos recibidos;(+) Intereses recibidos;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión;(+) Importes procedentes de aumento de capital y/o recolocación de acciones;(-) Disminución de capital social y/o readquisición de acciones;(-) Pagos por otras participaciones en el patrimonio;(+) Importe procedente del aumento prima por emisión;(-) Disminución de prima por emisión;(+) Importes procedentes de préstamos;(-) Reembolsos de préstamos;(-) Pagos de pasivos por arrendamientos financieros;(-) Dividendos pagados;(-) Intereses pagados;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación;Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio;(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo;Incremento (disminución) neto de efectivo y equivalentes al efectivo;Efectivo y equivalentes al efectivo al principio del periodo;Efectivo y equivalentes al efectivo al final del periodo
805031600;31/12/2016;2016;-18402;107768;42527;13594;0;0;0;0;0;0;0;163889;961369;253881;-3254;-686633;-52536;0;618314;0;0;0;0;0;0;0;10919;0;68;0;0;0;0;0;0;0;-10987;0;0;0;0;0;280413;738193;0;0;0;0;-457780;149547;0;149547;258058;407605
805031628;31/12/2016;2016;1076222;;135163;;;;;;;;;135163;417714;-689389;;3472667;1219485;;5631862;;;;;;;55200;5633411;;;54500;;;;;;;-5523711;;;116465;;;;;;857278;;;-973743;-865592;;-865592;1699738;834146
805031718;31/12/2016;2016;94565;;;;;;;;;;-50245;-50245;17747;-45648;-59065;-255476;9991;588;-287543;;;;;;;15751;;;;;;;;;;376;16127;;;;;;;;;;;;;-271416;;-271416;341346;69930
805031758;31/12/2016;2016;-14802610;;;;25538;;;;;;;25538;;;;;;247397;-14529675;;;;;;;;;;;;;;;;;10993484;10993484;;;;;;;;;;;44491;44491;-3491700;;-3491700;;
806000029;31/12/2016;2016;93612;96122;19891;;;179749;;;;;34848;330610;;-662226;-17320772;-1330454;14008548;189500;-4691182;;;;;;;;450794;;;;;;;;5681;;-445113;2589474;;;;;3885483;2301928;;;;;4173029;-963266;;-963266;979459;16193
806000387;31/12/2016;2016;1423154;0;686027;0;0;0;0;0;0;0;-237153;448874;160692;-417307;-2298005;144167;165902;-692258;-1064781;0;0;0;0;0;0;2828632;0;0;0;113773;0;0;0;0;0;0;2942405;0;0;0;0;0;0;0;0;0;0;-1885811;-1885811;-8187;0;-8187;10059;1872
806000780;31/12/2016;2016;-101061;;168443;;;;;;;;76193;244636;9581;153742;;132288;-12834;-924;425428;;;;;;;;289813;;;;;;;;;;-289813;;;;;;41447;;;207425;;;-165978;-30363;;-30363;60555;30192
806000926;31/12/2016;2016;267168;97009;;;45831;-30938;;;;;;111902;-851460;-551259;;2459758;82371;3051;1521531;;;;;;;;1081240;;;;;;;;;;-1081240;;;;;;;137166;;;;-12585;-149751;290540;;290540;165361;455901
806001147;31/12/2016;2016;-101902;;322028;46101;;;;;;276054;;644183;-481015;-1034611;39712;1576897;-67865;54807;630206;;;;;;;;464094;65946;;;;;;;;;-398148;;;;;;1152076;;;885298;;;266778;498836;;498836;571976;1070812
806001219;31/12/2016;2016;175546;148076;69318;;144000;;;;;;;361394;;-690488;;-107674;;-6037;-267259;;;;;;;65717;;;;;;;;;;;65717;;;;;;276885;;;;;;276885;75343;;75343;3837;79180
806001247;31/12/2016;2016;240780;;197591;;;;;;;;;197591;-78066;-2698293;179121;-831343;3237124;;246914;;;;;;;;190215;;;;;;;;;;-190215;;;;;;;;;;;;;56699;;56699;73694;130393
806001427;31/12/2016;2016;42216;0;113802;2229;0;0;0;0;0;0;-45552;70479;332196;673267;0;0;-298699;3917437;4736896;0;0;0;0;0;0;52288;6119387;0;0;0;0;0;0;0;0;0;-6067099;1126483;0;0;0;0;0;0;0;422396;0;0;704087;-626116;0;-626116;1416996;790880
806001606;31/12/2016;2016;202345;-5186;;;;;;;;;;-5186;;-1115701;;1052558;22611;;156627;;;;;;;174185;;;327640;;;;;;;;-153455;;;;;;13662;;;;;;13662;16834;;16834;409033;425867
806002953;31/12/2016;2016;1230022;;254333;;744956;;;;;-65000;-405706;528583;;-360546;;-273339;605408;;1730128;;;;;;;;1729516;;;;;;;;;-2583;-1732099;;;;;;;;;;;;;-1971;;-1971;42459;40488
806003144;31/12/2016;2016;537042;0;509616;0;0;0;0;0;0;0;0;509616;-2482176;150169;0;2210579;1121461;0;2046691;0;0;0;0;0;0;0;895072;0;742;0;27024;0;0;0;0;0;-922838;0;0;0;0;0;0;737441;483803;0;0;0;-1221244;-97391;0;-97391;358707;261316
806003158;31/12/2016;2016;31608;-4229;205908;0;0;0;0;0;0;0;20014;221693;-107704;-24764;20323;25548;23064;39992;229760;0;0;0;0;0;0;0;294935;0;0;0;0;0;0;0;0;0;-294935;0;0;0;0;0;0;0;0;0;0;0;0;-65175;0;-65175;1087070;1021895
806003255;31/12/2016;2016;454149;;29028;;;;;;;;;29028;;-390831;;213994;;;306340;;;;;;;;432962;;;;;;;27750;33388;;-371824;;;;;;;;;;114891;;-114891;-180375;;-180375;205507;25132
806003446;31/12/2016;2016;718792;378936;142573;0;0;69402;0;1633;0;1145;-30248;563441;-45148;-971;23697;23428;-390753;0;892486;0;0;0;0;0;0;1750;181061;0;0;0;0;0;0;0;30248;0;-149063;0;0;0;0;0;0;0;97772;700000;69402;-2755;-869929;-126506;0;-126506;1142679;1016173
806003450;31/12/2016;2016;265617;-20036;333015;;;;;;;;;312979;1124254;174972;-502905;-4512876;-684143;;-3822102;;;;;;;;;;;;;;;;;4264113;4264113;;;;;;;;;;;;;442011;;442011;316220;758231
806003662;31/12/2016;2016;67124;;82166;;54143;;;;;;;136309;11553;24834;;-435088;;;-195268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-53308;-53308;-248576;;-248576;308744;60168
806004303;31/12/2016;2016;914772;;0;25819;0;0;0;0;0;0;0;25819;0;169810;16804;59017;-267338;0;918884;0;0;0;0;0;0;0;3607;0;0;0;0;0;0;0;0;0;-3607;0;186035;0;0;0;0;0;0;838030;0;0;-1024065;-108788;0;-108788;2476817;2368029
806004368;31/12/2016;2016;-68279;;;;;;;;;;;;;115554;;-52943;;;-5668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5668;;-5668;119516;113848
806004404;31/12/2016;2016;-1987707;;268553;;;;;;;;;268553;278629;3451662;197070;-702411;-343346;;1162450;;;;;;;;3828158;;;;;;;;;;-3828158;1500000;;;;;;;;;;1069586;2569586;-96122;;-96122;460662;364540
806004569;31/12/2016;2016;361027;;54794;;;;;;;;;54794;;-4520290;-145682;3849120;4391970;;3990939;;;;;;;;41342;;;;;;;;;;-41342;;;;;;;;;;;;;3949597;8406324;12355921;;
806004589;31/12/2016;2016;58925;;97879;;;;;;;;;97879;1115817;26059;;-1450263;-15866;;-167449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-167449;89244;-78205;245654;167449
806004636;31/12/2016;2016;-5054;0;0;0;0;0;0;0;0;0;0;0;0;19261;-1237;-233485;-9194;29432;-200277;0;0;0;0;0;0;0;12409;0;0;0;0;0;0;0;0;0;-12409;261142;0;0;0;0;0;0;0;0;0;0;261142;48456;0;48456;1913;50369
806004728;31/12/2016;2016;25227;17554;123246;;;;;;;;;140800;-440005;-1057091;;2014073;48654;;731658;;;;;;;;985393;;;;;;;;;;-985393;;;;;;262701;;;;;;262701;8966;;8966;16295;25261
806004824;31/12/2016;2016;-34560;24061;21009;;;;;;;;;45070;113411;407216;-1396;-427688;16752;;118805;;;;;;;;3303;;;;;;;;;;-3303;;;;;;;66667;;;;-1855;-68522;46980;;46980;28772;75752
806005089;31/12/2016;2016;298618;;24062;;;;;;;;;24062;203435;175927;;50859;17883;-3609;767175;;;;;;;;21054;;;;;;;;;;-21054;;;;;;;350000;;;;;-350000;396121;;396121;718791;1114912
806005329;31/12/2016;2016;266403;310596;140132;;;;;;;;;450728;;-622930;43677;535705;-201804;;471779;;;;;;;;213880;;;;;;;;;;-213880;;;;;;;93598;;113500;;;-207098;50801;;50801;337355;388156
806005392;31/12/2016;2016;580472;43700;95136;;;;;;;;;138836;-203428;-397559;140285;118341;-396709;;-19762;;;;;;;;;;;;14669;;;;;;-14669;;;;;;307604;;;219270;;;88334;53903;;53903;100657;154560
806005423;31/12/2016;2016;1156194;;29717;;;;;;;-36508;;-6791;-2218629;-3657111;;535434;3459891;;-731046;;;;;;;;142593;;40600;;;;;;;;-183193;;;55934;;;;;;182525;;;-238459;-1152698;;-1152698;2509532;1356834
806005741;31/12/2016;2016;1371602;;;;;;;;;;;;;406631;;;;-91885;1686348;;;;;;;;;;;;;;;;;;;;;;;;12017;;;;;-2025128;-2013111;-326763;0;-326763;593285;266522
806005746;31/12/2016;2016;494744;-25091;1592;;;;;;;;;-23499;4721;-175473;;486923;;2078;789494;;;;;;;;540232;540232;;;;;;;;;0;;;;;;;631093;;;;;-631093;158401;;158401;93692;252093
806005998;31/12/2016;2016;32648;;52945;;;;;;;;;52945;;-58274;;43695;;;71014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71014;;71014;146794;217808
806006113;31/12/2016;2016;579578;;37526;;;;;;;;;37526;31621;-219393;;125648;337156;-1036814;-144678;;;;;;;;9558;160488;;;;;;;;;150930;;;;;;;;;;;;;6252;;6252;248069;254321
806006435;31/12/2016;2016;258848;;140545;;;;;;;;760948;901493;-2978472;-3980301;;5672831;-1853048;3120078;1141429;;;;;;;;2066566;;;;;;;;;;-2066566;;;;;;;;;;860957;;-860957;-1786094;;-1786094;3530270;1744176
806006601;31/12/2016;2016;966099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
806006970;31/12/2016;2016;166183;0;506;0;0;0;0;0;0;0;0;506;0;-6122797;-2359338;-577564;0;0;-8893010;0;0;0;0;0;0;5561;205567;0;0;0;0;0;0;0;0;0;-200006;0;0;0;0;0;0;2410639;0;0;3645453;15840897;9784805;691789;0;691789;6969;698758
806007196;31/12/2016;2016;628518;34864;0;0;0;0;0;0;0;0;0;34864;-1200195;-521841;0;502995;-414102;1841852;872091;0;0;0;0;0;0;0;855884;0;3047;0;0;0;0;0;0;0;-858931;1133686;0;0;0;0;0;0;0;0;0;0;1133686;1146846;0;1146846;393267;1540113
806007884;31/12/2016;2016;-1072606;;;;;;;;;;;;;;;;;;-1072606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1072606;;-1072606;;
806008039;31/12/2016;2016;-1938;;33390;;;;;;;;;33390;0;849173;-29788;-178061;-60693;0;612083;;;;;;;;;;;;950016;;;;;;-950016;;;;;;216399;;;;;-45892;170507;-167426;;-167426;311538;144112
806008047;31/12/2016;2016;2354609;-651950;3851;;87420;;;;;;-7702;-568381;;-243892;;1127709;1712;-35241;2636516;;;;;;;;825;;;;;;;;;;-825;;;;;;;11516;;2393690;;;-2405206;230485;;230485;3053783;3284268
806008048;31/12/2016;2016;398049;58863;274368;;;;;;;;;333231;531656;-347906;43472;-255493;-579459;-59220;64330;;;;;;;;16409;;;;;;;;;;-16409;;;;;;;43393;;;;;-43393;4528;;4528;4247;8775
806008091;31/12/2016;2016;101265;;30594;;;;;;;;;30594;11173;-90475;;57842;9609;;120008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120008;;120008;20328;140336
806008536;31/12/2016;2016;110751;4390;108623;;;;;;;;;113013;-84329;-309730;;88316;26560;;-55419;;;;;;;;316095;;;;;;;;;-2000;-318095;;;;;;240848;;;;;;240848;-132666;;-132666;351794;219128
806008712;31/12/2016;2016;824296;624323;;;;;;;;;;624323;3344249;-652669;-1475667;-479245;1099519;;3284806;;;896233;1564762;;;;986046;;;;;;;;;;-1654575;;;;;;;;;;;;;1630231;;1630231;407644;2037875
806008752;31/12/2016;2016;85985;;;;;;;;;;;;;465118;;-498261;;;52842;;;;;;;;;;;3971;;;;;;;3971;;;;;;;;;;;;;56813;;56813;46757;103570
806008768;31/12/2016;2016;669143;344710;125760;;;;;;;;;470470;;-2830670;;;;;-1691057;;;;;;;;;;;;;;;;;;;;;;;;2098340;;;;;;2098340;407283;;407283;121557;528840
806008912;31/12/2016;2016;527518;-661184;247661;1074235;;;-229190;;;;;431522;113919;2255766;315357;655488;-72184;;4227386;;;;;;;;47794;;;;;;;;;80782;32988;;;;;;3215716;;;;;-7333299;-4117583;142791;;142791;;
806009172;31/12/2016;2016;1465187;;310611;;;;;;;;;310611;118219;-139004;;32749;-196181;-2178603;-587022;;;;;;;28065;;155303;;;;;;;;246;183614;;711911;;;;;;;;;;-711911;-1115319;;-1115319;1395574;280255
806009442;31/12/2016;2016;-600021;0;125593;0;0;0;0;0;0;0;0;125593;-2610843;1765155;-760972;814303;14332;-2411;-1254864;0;0;0;0;0;0;30453;173417;476;0;0;0;0;0;0;0;0;-142488;0;0;0;0;0;4501065;4660632;0;0;0;0;-159567;-1556919;0;-1556919;1607629;50710
806009752;31/12/2016;2016;1149770;;205195;;;;;;;;;205195;-285682;308456;-486710;170840;;-569913;491956;;;;;;;;585928;;;;;;;;;;-585928;;;;;;;;;;;;;-93972;;-93972;1520576;1426604
806009848;31/12/2016;2016;946154;-16757;5217;380552;;;;;;;-383523;-14511;;1234434;;-418120;;-18913;1729044;;;;;;;;5870;;;;;;;;;-197306;-203176;30000;;;;;;802362;;543968;158019;;-1474349;51519;;51519;102678;154197
806009948;31/12/2016;2016;209443;125164;297727;;;;;;;;;422891;-139156;-160368;;230147;-123230;;439727;;;;;;;;849240;;;;;;;;;;-849240;;;;;;;;;;;;;-409513;;-409513;720448;310935
806010814;31/12/2016;2016;98549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
806010953;31/12/2016;2016;1079985;;99451;;;;;;;;;99451;-110144;-420912;;288089;-225295;10214;721388;;;;;;;;212228;;;;;;;;;;-212228;;;;;;;;;1056705;;;-1056705;-547545;;-547545;1034506;486961
806011525;31/12/2016;2016;255644;176038;65249;0;441;0;0;0;0;0;0;241728;85671;-359981;3198;-216854;323093;;332499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333885;0;0;708127;0;0;-374242;-41743;0;-41743;48482;6739
806011811;31/12/2016;2016;870637;;980003;;308789;;;;;-338450;;950342;9268962;9260301;;-18551154;;-205537;1593551;;;;;;;;723377;;;;;;;;;;-723377;;;;;;;;;;;-500138;-500138;370036;;370036;10519;380555
806012002;31/12/2016;2016;372363;;13647;;;;;;;;;13647;1774110;-766;;-454209;76498;-832571;949072;;;;;;;;3779;;;;;;;;;;-3779;;;;;;;833740;;;;-48109;-881849;63444;;63444;;63444
806012100;31/12/2016;2016;2593873;618918;76276;0;25259;979;0;0;0;0;0;721432;1707;1828;-863092;-180179;5448;48918;2329935;0;0;0;0;0;0;0;0;0;0;0;15954;0;0;0;0;-2205;-18159;327525;0;0;0;0;0;0;0;2644153;0;;-2316628;-4852;;-4852;1523306;1518454
806012349;31/12/2016;2016;412207;;207700;;;;;;;;;207700;-205431;529029;122416;29301;94058;;1189280;;;;;;;13250;405980;;;;;;;;;259630;-133100;;;;;;3486817;3415401;492680;301978;780645;;-1503887;-447707;300301;-147406;229432;82026
806012509;31/12/2016;2016;3803;1960;;;;;;;;;;1960;;-1830;;-293;-1062;;2578;;;;;;;;;;;;;;;;;;;;;;;;;12230;;;;;-12230;-9652;;-9652;;
806012642;31/12/2016;2016;158703;0;11315;;;;;;;;;11315;208468;-283494;3221;-172838;;;-74625;;;;;;;;;;;;;;;;;72222;72222;;;;;;;;;;;;;-2403;;-2403;236920;234517
806013058;31/12/2016;2016;133482;65989;59083;;;;;;;;;125072;-510742;-1128018;;-5718;819225;;-566699;;;;;;;;10876;;;;;;;;;;-10876;;;;;;471489;;;;;;471489;-106086;;-106086;227113;121027
806013065;31/12/2016;2016;244967;151672;387131;;;;;;;;;538803;-1855075;-1244112;;791331;;;-1524086;;;;;;;;871242;;;;;;;;;;-871242;;;;;;2301026;;;;;;2301026;-94302;;-94302;158329;64027
806013276;31/12/2016;2016;3897;-4920;;;;;;;;;;-4920;284547;1502389;2407;-626261;-473107;;688952;;;;;;;;;;;;;;;;;;;;;;;;;270068;59746;;216954;-168380;-715148;-26196;;-26196;28372;2176
806013285;31/12/2016;2016;18363;9481;18310;;;;;;;;;27791;63469;-299218;;151624;;-37675;-75646;;;;;;;;6802;;;;;;;;;;-6802;;;;;;88787;;;;;;88787;6339;;6339;7826;14165
806013303;31/12/2016;2016;247931;162392;20077;8767;;;;;;;;191236;-212745;-535619;54823;168106;-164319;;-250587;;;;;;;;19741;;;;;;;;;;-19741;;;;;;441777;107831;;;;;333946;63618;;63618;199100;262718
806013308;31/12/2016;2016;323467;;255442;;;;;;;;;255442;;735949;-974091;-532087;511641;-39275;281046;;;;;;124182;;136291;;;;;;;;;;-260473;;;;;;;;;;;;;20573;;20573;6679;27252
806013332;31/12/2016;2016;728552;0;174854;0;0;0;0;0;0;0;0;174854;797832;-1007036;-309044;-76765;-150478;-24049;133866;;;;;;;;334989;;;;;;;;;;-334989;;;;;;4925253;4326506;;439876;;;158871;-42252;;-42252;70670;28418
806013739;31/12/2016;2016;384512;;878989;;130637;;;;;;;1009626;;-254420;7800996;-1330694;;-8231537;-621517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-621517;;-621517;2694383;2072866
806013773;31/12/2016;2016;1426773;1122851;286306;;;;;-20592;;;;1388565;;-3829194;;1951226;;;937370;;;;;;;;128625;;;;;;;;;;-128625;;;;;;;;;;1794;;-1794;806951;;806951;889796;1696747
806014433;31/12/2016;2016;47508;0;2205428;0;0;0;0;0;0;0;0;2205428;-1707521;1038247;284846;-2016532;406143;692961;951080;0;0;0;0;0;0;0;649468;0;443;0;0;0;0;0;0;0;-649911;0;0;0;0;0;0;243082;0;0;0;0;-243082;58087;0;58087;279369;337456
806014518;31/12/2016;2016;220225;;7702;;;;;;;;;7702;-930640;-545320;-258026;-168752;209076;7915;-1457820;;;;;;;;;;;;;;;;;;;;;;1389600;;;254714;;;;;1134886;-322934;;-322934;323832;898
806015418;31/12/2016;2016;-1232794;;57260;;;7436;;;;1031115;;1095811;;-14028;;;14635;;-136376;;;;;;;1665000;;;;;;;;;;;1665000;;;;;;;899322;;;7436;;-906758;621866;;621866;181802;803668
806015647;31/12/2016;2016;798785;-16172;138623;;;;;;;;;122451;228579;379826;-2000;-1786829;-28972;26230;-261930;;;;;;;;;;;;;;;;;-18610;-18610;;;;;;;;;;;147038;147038;-133502;;-133502;613882;480380
806015691;31/12/2016;2016;493020;366029;670818;0;106328;;;;;;;1143175;243161;-165419;608419;-317946;-1106114;;898296;0;0;0;0;0;0;0;96085;0;0;0;0;0;0;0;2730;-79435;-172790;200000;0;0;0;0;132817;0;425991;0;313487;;-406661;318845;;318845;224523;543368
806015988;31/12/2016;2016;-278401;;89839;;;;;;;;;89839;812038;390050;1532201;;-148757;;2396970;;;;;;;;1331358;;;;;;;;;;-1331358;;;;;;;254843;;836900;;;-1091743;-26131;;-26131;156919;130788
806016284;31/12/2016;2016;675264;135535;348386;;;;;;;;;483921;-251305;50384;;-545916;-223444;;188904;;;;1100000;;;;13777159;;;;;;;13652;46667;634111;-14182729;2000;;;14798000;;;;;;;;14800000;806175;;806175;490959;1297134
806016554;31/12/2016;2016;264928;0;133330;0;0;0;0;0;0;0;0;133330;0;0;0;0;0;0;398258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-581000;-581000;0;0;0;0;0;0;0;44092;0;0;-354358;-398450;-581192;0;-581192;707139;125947
806016782;31/12/2016;2016;11805;;;;;;;;;;;;;760;;21735;;;34300;;;;;;;;89480;;;;;;;;;;-89480;74520;;;;;;;;;;;74520;19340;;19340;48493;67833
807000269;31/12/2016;2016;695603;;291127;;;;;;;;;291127;-237299;1539537;1475646;1189070;-6812371;;-1858687;;;;;;;;159842;;;;;;;;;;-159842;;;;;;;1288612;;360000;;;-1648612;-3667141;;-3667141;4156585;489444
807000348;31/12/2016;2016;-809832;12948;;;;;;;;;;12948;67036;634110;-4153;-248668;;2547;-346012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-346012;;-346012;352062;6050
807000536;31/12/2016;2016;-183593;;237924;;;;;;;;;237924;-2854;352457;;86479;772707;;1263120;;;;;;;;140069;;;;;;;;;;-140069;;;;;;;;;;1231202;;-1231202;-108151;;-108151;421775;313624
807000570;31/12/2016;2016;430076;-492;;;;;;;;;;-492;-965817;-53896;18506;;456822;396265;281464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281464;;281464;816632;1098096
807000983;31/12/2016;2016;48365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
807001207;31/12/2016;2016;-420815;;74355;;;;;;;;;74355;-154747;-57199;;-273928;1451;851560;20677;;;;;;;;23830;;;;;;;;;;-23830;;;;;;;;;;;;;-3153;;-3153;4064;911
807001461;31/12/2016;2016;219493;-126420;184739;;;;;;;;;58319;;-1759173;-130514;-3448850;6133606;;1072881;;;;;;;;;;72687;;;;;;;;-72687;;;;;;;;;;;;;1000194;;1000194;0;1000194
807001530;31/12/2016;2016;164415;;80081;;;;;;;;;80081;;993143;-32563;-130183;-362153;;712740;;;;;;;;25360;;;;;;;;52472;-43158;-16046;;;;;;;502541;;;188350;;-690891;5803;;5803;588221;594024
807001649;31/12/2016;2016;-13888;;58549;;;;;;;;9726;68275;;-600;;6897;;;60684;;;;;;;;659;;;1732;;11440;;61278;;;50911;;;;;;;;;;;;;;;-21143;80677;59534
807001732;31/12/2016;2016;637838;401970;43685;15244;;;;;;;;460899;18494;72013;;25541;0;;1214785;;;;;;;;67383;;;;;;;;;0;-67383;;;;;;;;;358590;;-1833117;-2191707;-1044305;;-1044305;1476462;432157
807001884;31/12/2016;2016;-55907;-7651;63658;;;;;;;;;56007;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;100;;
807002024;31/12/2016;2016;-1191123;-61606;272045;;;;;;;;-44558;165881;-296731;306841;-5444;236522;-36642;-411526;-1232222;;;;;;;;9550;;47729;;;;;;;;-57279;261000;;;;;150000;59519;;;223055;;128426;-1161075;;-1161075;1214930;53855
807002365;31/12/2016;2016;67641;;96165;;2478;;;;;;7533;106176;-152974;339057;-45080;-338659;-48404;35012;-37231;;;;;;;;5259;0;1249;;;;;;23342;168;17002;43056;;;56942;;999157;966649;;100000;33361;;-855;-21084;;-21084;126244;105160
807002619;31/12/2016;2016;26344;7957;9300;;28021;;;;;;;45278;;14803;284007;-233405;;-42463;94564;;;;35177;;;;696;;;;;;;;;724;-35149;;;;;;;;;;;;;59415;;59415;129228;188643
807002874;31/12/2016;2016;593620;0;;0;0;0;0;0;0;0;0;0;0;-12852;9668;-27779;-1277675;-65198;-780216;0;0;0;0;0;0;632632;0;0;0;0;0;0;0;0;0;0;632632;0;0;0;0;0;0;0;0;0;0;0;0;-147584;;-147584;321611;174027
807003072;31/12/2016;2016;310888;-64420;65669;;;;;;;;;1249;-655268;-1070575;;704906;-105298;;-814098;;;;;;;;170227;;;;;;;;;;-170227;;;;;;980821;;;;255;;980566;-3759;;-3759;68520;64761
807003178;31/12/2016;2016;49110;;;;;;;;;;;;;78648;;16699;;;144457;;;;;;;;;;;;;;;;;;;;;;;;;;;104000;;-14736;-118736;25721;;25721;10500;36221
807003309;31/12/2016;2016;1607799;896039;39860;;;;;;;;;935899;-966663;-1813456;;-1389189;15890;1734737;125017;;;;;;;;19787;;;;;;;;;;-19787;;;;;;260831;;;;;;260831;366061;;366061;313597;679658
807003438;31/12/2016;2016;1179556;264128;983588;;;127090;;;;;;1374806;-36592;76104;-429530;-822152;;;1342192;;;;;;;56800;873139;;;;;;;;;;-816339;;;;;;;;;;;;;525853;;525853;1097053;1622906
807003576;31/12/2016;2016;136627;156407;;;;-53856;;;;;;102551;-240590;230464;;-62460;;;166592;;;;;;;;;;;;;;;;;;;;;;;;;3021740;;;;;-3021740;-2855148;;-2855148;5022816;2167668
807003737;31/12/2016;2016;506036;322701;264157;;;;;;;;;586858;1840411;-4054345;;3174449;-5783;-1555143;492483;;;;;;;;583220;;;;;;;;;;-583220;;;;;;;;;;;;;-90737;;-90737;1138344;1047607
807003760;31/12/2016;2016;725420;333932;28875;;;;;;;;;362807;;-2006332;-17977;-33605;-317817;20580;-1266924;;;;;;;;;;;;;;;;;;;;;;;;995139;;;;;;995139;-271785;;-271785;569683;297898
807003817;31/12/2016;2016;37244;44628;;1855;;;;;;;-36414;10069;-443520;-78565;9259;53361;290939;;-121213;;;;;127296;;;;;;;;;;;;;127296;;;;;;271116;;;156419;;;114697;120780;;120780;141706;262486
807003866;31/12/2016;2016;-1100555;-15144;193694;1284690;;;;;;;8745;1471985;-36323;-2385096;;-340302;;63860;-2326431;;;;;;;;354181;;;;;;;;;;-354181;;;;;;2705273;;;;;;2705273;;;24662;116580;141242
807003955;31/12/2016;2016;-236678;;10225;;;;;;;;-214186;-203961;;5793;491897;-53617;62845;;66279;;;;;;;;;;;;;;;;;;;;;;;;;62098;;;;17271;-44827;21452;;21452;;
807004000;31/12/2016;2016;13336;3364;178019;;;;;;;;;181383;-177066;1312529;;-522209;-358545;;449428;;;;;;;;1996573;;;;;;;;;;-1996573;875052;;;;;;;;;;757098;1632150;85005;;85005;49136;134141
807004248;31/12/2016;2016;-258191;212600;8690;;;71907;;;;;;293197;;;;;;-1101476;-1066470;;;;;;;;100371;;;;;;;;;;-100371;;;;;;;;;;;;;-1166841;6577;-1160264;11140612;9980348
