Nit;Fecha Corte;Duracion;Ganancia (pérdida);Otro resultado integral, neto de impuestos, ganancias (pérdidas) por revaluación;Total otro resultado integral que no se reclasificará al resultado del periodo, neto de impuestos;Total otro resultado integral;Resultado integral total;Otro resultado integral, neto de impuestos, diferencias de cambio por conversión;Otro resultado integral, neto de impuestos, ganancias (pérdidas) actuariales por planes de beneficios definidos;Ganancias (pérdidas) por coberturas de flujos de efectivo, neto de impuestos;Total otro resultado integral que se reclasificará al resultado del periodo, neto de impuestos
830060467;31/12/2016;2016;352989;;-233869;-233869;119120;-233869;;;
830060558;31/12/2016;2016;-19965;;;;-19965;;;;
830060602;31/12/2016;2016;-488273;;;;;;;;
830060632;31/12/2016;2016;1483236;;;;;;;;
830060660;31/12/2016;2016;565000;0;0;0;565000;0;0;0;0
830060677;31/12/2016;2016;348183;;;;348183;;;;
830060737;31/12/2016;2016;542634;0;0;0;542634;0;0;;
830060841;31/12/2016;2016;-544837;;;;;;;;
830060858;31/12/2016;2016;982773;;;0;982773;;;0;0
830060901;31/12/2016;2016;528043;;-7486;-7486;520557;-7486;;;
830060987;31/12/2016;2016;127843;;;;127843;;;;
830061079;31/12/2016;2016;282894;99305;99305;99305;382199;;;;
830061122;31/12/2016;2016;5200;;;;;;;;
830061155;31/12/2016;2016;167968;0;0;;167968;0;0;74759;
830061178;31/12/2016;2016;-2150590;0;0;0;-2150590;0;0;0;0
830061302;31/12/2016;2016;327384;;;;327384;;;;
830061337;31/12/2016;2016;448463;;;;;;;;
830061341;31/12/2016;2016;-103315;;;;;;;;
830061440;31/12/2016;2016;330776;0;0;;330776;0;0;0;0
830061460;31/12/2016;2016;-1753438;;;;;;;;
830061576;31/12/2016;2016;1512263;;;;;;;;
830061677;31/12/2016;2016;692620;;;;;;;;
830061703;31/12/2016;2016;387396;;;;;;;;
830061852;31/12/2016;2016;-213323;;;;;;;;
830061856;31/12/2016;2016;1366394;;;;;;;;
830061923;31/12/2016;2016;96826;;;;;;;;
830061961;31/12/2016;2016;517555;;;;517555;;;;
830062005;31/12/2016;2016;1126633;;;;;;;;
830062025;31/12/2016;2016;45376;0;0;0;45376;0;0;0;0
830062113;31/12/2016;2016;109307;0;0;0;109307;0;0;0;0
830062319;31/12/2016;2016;36309;;;;36309;;;;
830062384;31/12/2016;2016;62490;;;;;;;;
830062393;31/12/2016;2016;-298792;;;;-298792;;;;
830062441;31/12/2016;2016;3704;;;;3704;;;;
830062565;31/12/2016;2016;304530;;;;;;;;
830062609;31/12/2016;2016;451376;;;;451376;;;;
830062632;31/12/2016;2016;0;0;0;0;0;0;0;0;0
830062640;31/12/2016;2016;158584;13218;13218;13218;171802;;;;
830062674;31/12/2016;2016;1041917;;;;;;;;
830062689;31/12/2016;2016;50208;0;0;0;50208;0;0;0;0
830062725;31/12/2016;2016;395690;;;;;;;;
830062737;31/12/2016;2016;65891;;;;;;;;
830062902;31/12/2016;2016;263890;0;0;0;263890;0;0;0;0
830063017;31/12/2016;2016;159122;;;;;;;;
830063021;31/12/2016;2016;144133;;;;;;;;
830063087;31/12/2016;2016;1135016;;;;1135016;;;;
830063282;31/12/2016;2016;-110456;;;;;;;;
830063376;31/12/2016;2016;6652239;0;0;0;6652239;0;0;0;0
830063465;31/12/2016;2016;190421;;;;;;;;
830063536;31/12/2016;2016;218310;-25748;-25748;-25748;192562;;;;
830063638;31/12/2016;2016;535967;0;0;0;535967;0;0;0;0
830063663;31/12/2016;2016;271742;0;0;0;271742;0;0;0;0
830063664;31/12/2016;2016;-116956;0;0;0;-116956;0;0;0;0
830063734;31/12/2016;2016;-47429;;;;;;;;
830063769;31/12/2016;2016;898328;;;;;;;;
830063800;31/12/2016;2016;2350429;;;;;;;;
830063927;31/12/2016;2016;465926;;;;;;;;
830063933;31/12/2016;2016;304992;;;;;;;;
830063966;31/12/2016;2016;9945;;;;9945;;;;
830064008;31/12/2016;2016;2921114;0;0;0;2921114;0;0;0;0
830064049;31/12/2016;2016;31916;;;;;;;;
830064163;31/12/2016;2016;-18440;;;;;;;;
830064222;31/12/2016;2016;394967;1109216;1109216;1109216;1504183;;;;
830064264;31/12/2016;2016;308433;11240;7418;7418;315851;-3822;0;0;0
830064419;31/12/2016;2016;155797;0;0;0;155797;0;0;0;0
830064543;31/12/2016;2016;-4870;;;;;;;;
830064610;31/12/2016;2016;174507;;;;;;;;
830064639;31/12/2016;2016;1789000;;;;;;;;
830064657;31/12/2016;2016;211377;;;;;;;;
830064756;31/12/2016;2016;425194;;;;;;;;
830064759;31/12/2016;2016;313372;;;;;;;;
830064857;31/12/2016;2016;114545;;;;;;;;
830064981;31/12/2016;2016;-853718;-771450;-771450;-771450;-1625168;0;0;0;0
830064988;31/12/2016;2016;103211;;;;;;;;
830065129;31/12/2016;2016;141983;;;;141983;;;;
830065197;31/12/2016;2016;171901;;;;171901;;;;
830065206;31/12/2016;2016;1573815;;;;1573815;;;;
830065219;31/12/2016;2016;66606;;;;;;;;
830065277;31/12/2016;2016;1397158;;;;;;;;
830065280;31/12/2016;2016;-763468;;;;;;;;
830065312;31/12/2016;2016;1645239;;;;;;;;
830065332;31/12/2016;2016;836321;;;;;;;;
830065400;31/12/2016;2016;13407;0;0;0;13407;0;0;0;
830065403;31/12/2016;2016;568746;0;0;0;568746;0;0;0;0
830065427;31/12/2016;2016;84425;0;0;0;84425;0;0;0;0
830065503;31/12/2016;2016;82579;;;;;;;;
830065587;31/12/2016;2016;-1178716;;1;0;-1178716;1;;-1;-1
830065613;31/12/2016;2016;-179074;;;;;;;;
830065626;31/12/2016;2016;27939;;;;;;;;
830065666;31/12/2016;2016;142916;;;;;;;;
830065750;31/12/2016;2016;3170837;;;;;;;;
830065768;31/12/2016;2016;90538;;;;;;;;
830065828;31/12/2016;2016;24213;0;0;0;24213;0;0;0;0
830065829;31/12/2016;2016;-353444;0;0;0;-353444;0;0;0;0
830065902;31/12/2016;2016;-243239;0;0;0;-243239;0;0;0;0
830065914;31/12/2016;2016;606083;0;0;0;606083;0;0;0;0
830065924;31/12/2016;2016;142706;;1328614;1328614;1471320;1328614;;;
830065925;31/12/2016;2016;-16992;;;;-16992;;;;
830065948;31/12/2016;2016;2130575;;;;2130575;;;;
830065997;31/12/2016;2016;467279;;;;467279;;;;
830066000;31/12/2016;2016;228164;;;;;;;;
830066009;31/12/2016;2016;10735;;;;;;;;
830066044;31/12/2016;2016;2885121;;;;;;;;
830066166;31/12/2016;2016;309661;;;;;;;;
830066330;31/12/2016;2016;830665;;;;;;;;
830066339;31/12/2016;2016;354480;0;0;0;354480;0;0;0;0
830066370;31/12/2016;2016;60409;;;;;;;;
830066394;31/12/2016;2016;156017;;;;;;;;
830066396;31/12/2016;2016;762420;;;;;;;;
830066519;31/12/2016;2016;297266;;;;;;;;
830066555;31/12/2016;2016;144457;;;;;;;;
830066623;31/12/2016;2016;430653;;;;;;;;
830066664;31/12/2016;2016;1189513;;;;;;;;
830066676;31/12/2016;2016;213868;;;;;;;;
830066854;31/12/2016;2016;392525;;;;392525;;;;
830066947;31/12/2016;2016;138008;;;;;;;;
830066981;31/12/2016;2016;68231;;;;;;;;
830067002;31/12/2016;2016;94818;;;;;;;;
830067005;31/12/2016;2016;5157507;0;0;0;5157507;0;0;0;0
830067032;31/12/2016;2016;2438006;;;;;;;;
830067294;31/12/2016;2016;145976;;;;145976;;;;
830067336;31/12/2016;2016;943405;;;;;;;;
830067384;31/12/2016;2016;653901;0;0;0;653901;0;0;0;0
830067394;31/12/2016;2016;-6512234;;;;;;;;
830067397;31/12/2016;2016;269290;;;;;;;;
830067482;31/12/2016;2016;580192;;;;;;;;
830067529;31/12/2016;2016;304292;;;;304292;;;;
830067536;31/12/2016;2016;15901;0;0;0;15901;0;0;0;0
830067557;31/12/2016;2016;1753885;;;-7624;1746261;;;-7624;-7624
830067633;31/12/2016;2016;259068;;;;;;;;
830067638;31/12/2016;2016;102727;0;0;0;102727;0;0;0;0
830067802;31/12/2016;2016;181707;0;0;0;181707;0;0;0;0
830067945;31/12/2016;2016;1366500;;;;;;;;
830068056;31/12/2016;2016;214517;;;;;;;;
830068069;31/12/2016;2016;10751;0;0;0;10751;0;0;0;0
830068073;31/12/2016;2016;-126966;0;0;0;-126966;0;0;0;0
830068115;31/12/2016;2016;514678;;;;;;;;
830068179;31/12/2016;2016;57055;;;;57055;;;;
830068219;31/12/2016;2016;200340;;;;;;;;
830068297;31/12/2016;2016;170689;;;;;;;;
830068318;31/12/2016;2016;1388082;0;0;0;1388082;0;0;0;0
830068345;31/12/2016;2016;448302;;;;;;;;
830068504;31/12/2016;2016;9724;;;;;;;;
830068691;31/12/2016;2016;-3400915;;;;-3400915;;;;
830068815;31/12/2016;2016;854;;;;;;;;
830068852;31/12/2016;2016;613137;;;;;;;;
830068854;31/12/2016;2016;-400585;;;;;;;;
830068998;31/12/2016;2016;2799;;;;;;;;
830069055;31/12/2016;2016;405755;0;0;0;405755;0;0;0;0
830069056;31/12/2016;2016;2142375;;;;2142375;;;;
830069091;31/12/2016;2016;138394;;;;;;;;
830069215;31/12/2016;2016;417874;;;;;;;;
830069247;31/12/2016;2016;93162;;;;93162;;;;
830069254;31/12/2016;2016;3964;;;;;;;;
830069265;31/12/2016;2016;131400;;;0;131400;;;;
830069306;31/12/2016;2016;248663;;;;;;;;
830069386;31/12/2016;2016;182229;;;;182229;;;;
830069413;31/12/2016;2016;1981910;;;;;;;;
830069496;31/12/2016;2016;129694;;;;;;;;
830069499;31/12/2016;2016;388198;;7496;7496;395694;7496;;;
830069515;31/12/2016;2016;429280;;;;429280;;;;
830069622;31/12/2016;2016;472951;;;;;;;;
830069656;31/12/2016;2016;263787;0;0;0;263787;0;0;0;0
830069726;31/12/2016;2016;1445471;0;0;0;1445471;0;0;0;0
830069732;31/12/2016;2016;32901;;;;;;;;
830069752;31/12/2016;2016;939891;;;;939891;;;;
830069756;31/12/2016;2016;179561;;;;;;;;
830069867;31/12/2016;2016;64776;;;;;;;;
830069897;31/12/2016;2016;144840;;;;;;;;
830070021;31/12/2016;2016;-614458;0;0;18448;-596010;0;0;18448;18448
830070052;31/12/2016;2016;99000;;;;;;;;
830070132;31/12/2016;2016;22236;;;;22236;;;;
830070199;31/12/2016;2016;-1325426;;;;;;;;
830070241;31/12/2016;2016;612565;;;;;;;;
830070281;31/12/2016;2016;-2146751;;;;;;;;
830070324;31/12/2016;2016;862725;;;;;;;;
830070346;31/12/2016;2016;700258;;;;700258;;;;
830070505;31/12/2016;2016;450916;0;0;0;450916;0;0;0;0
830070777;31/12/2016;2016;113571;;;;;;;;
830070848;31/12/2016;2016;92963;;;;92963;;;;
830070868;31/12/2016;2016;-8898;;;;;;;;
830070873;31/12/2016;2016;1224427;;;;;;;;
830070918;31/12/2016;2016;244962;;;;;;;;
830070950;31/12/2016;2016;77704;;;;;;;;
830070959;31/12/2016;2016;648654;;;;;;;;
830070987;31/12/2016;2016;1089274;;;;1089274;;;;
830071049;31/12/2016;2016;260480;;;;;;;;
830071113;31/12/2016;2016;2172881;;;;;;;;
830071121;31/12/2016;2016;188352;;;;;;;;
830071139;31/12/2016;2016;-64810;;;;;;;;
830071212;31/12/2016;2016;145080;0;0;0;145080;0;0;0;0
830071515;31/12/2016;2016;307384;0;0;0;307384;0;0;;
830071604;31/12/2016;2016;3346573;;;;;;;;
830071619;31/12/2016;2016;31043;;;;;;;;
830071630;31/12/2016;2016;208701;97876;97876;97876;306577;;;;
830071680;31/12/2016;2016;394335;;;;;;;;
830071696;31/12/2016;2016;259863;;;;;;;;
830071698;31/12/2016;2016;39750;;;;39750;;;;
830071762;31/12/2016;2016;49401;;;;;;;;
830071765;31/12/2016;2016;568103;;;;568103;;;;
830071982;31/12/2016;2016;446845;0;0;0;446845;0;0;0;0
830071983;31/12/2016;2016;29234;;;;29234;;;;
830072000;31/12/2016;2016;501125;;;;;;;;
830072170;31/12/2016;2016;2614175;0;0;0;2614175;0;0;0;0
830072297;31/12/2016;2016;-133785;;;;;;;;
830072323;31/12/2016;2016;712196;;;;;;;;
830072386;31/12/2016;2016;4174;0;0;0;4174;0;0;0;0
830072419;31/12/2016;2016;151802;;;;;;;;
830072482;31/12/2016;2016;78207;;;;;;;;
830072536;31/12/2016;2016;13361;;;;;;;;
830072705;31/12/2016;2016;8555;0;0;0;8555;0;0;0;0
830072716;31/12/2016;2016;61664;;;;;;;;
830072740;31/12/2016;2016;4534637;;124291;124291;4658928;124291;;;
830072826;31/12/2016;2016;381561;;;;;;;;
830072857;31/12/2016;2016;2428617;;43282;43282;2471899;43282;;;
830072874;31/12/2016;2016;53715;;;;53715;;;;
830072915;31/12/2016;2016;1536367;;;;;;;;
830073033;31/12/2016;2016;699450;;;;699450;;;;
830073115;31/12/2016;2016;1030214;;;;1030214;;;;
830073117;31/12/2016;2016;-1638985;;;;;;;;
830073166;31/12/2016;2016;176798;;0;0;176798;0;0;0;0
830073174;31/12/2016;2016;763493;;;;;;;;
830073395;31/12/2016;2016;285761;;0;0;285761;;0;;
830073417;31/12/2016;2016;577417;;;;577417;;;;
830073592;31/12/2016;2016;168968;;;;;;;;
830073623;31/12/2016;2016;154798;;;13199;167997;;;13199;13199
830073703;31/12/2016;2016;781403;900000;900000;900000;1681403;0;0;0;0
830073835;31/12/2016;2016;90238;;;;90238;;;;
830073866;31/12/2016;2016;103262;;;;;;;;
830073966;31/12/2016;2016;333007;0;0;0;333007;0;0;0;0
830073982;31/12/2016;2016;1204307;;126227;126227;1330534;126227;;;
830074045;31/12/2016;2016;2991178;;;;2991178;;;;
830074094;31/12/2016;2016;196506;;;;196506;;;;
830074158;31/12/2016;2016;-85310;;;;;;;;
830074248;31/12/2016;2016;226025;0;0;0;226025;0;0;0;0
830074398;31/12/2016;2016;273566;;;;;;;;
830074416;31/12/2016;2016;461988;;613432;613432;1075420;613432;;;
830074479;31/12/2016;2016;-80800;;;;;;;;
830074588;31/12/2016;2016;44275;;;;;;;;
830074629;31/12/2016;2016;20879;;;;;;;;
830074672;31/12/2016;2016;3451467;;;;;;;;
830074835;31/12/2016;2016;524668;;;;;;;;
830074985;31/12/2016;2016;86214;;;;;;;;
830075125;31/12/2016;2016;86998;0;0;0;86998;0;0;0;0
830075236;31/12/2016;2016;2113865;0;0;0;2113865;0;0;0;0
830075260;31/12/2016;2016;235410;;;;;;;;
830075357;31/12/2016;2016;46493;;;0;46493;;;0;0
830075396;31/12/2016;2016;37844;;;;;;;;
830075401;31/12/2016;2016;-56324;;;;;;;;
830075413;31/12/2016;2016;218378;;;;;;;;
830075422;31/12/2016;2016;84453;;;;;;;;
830075425;31/12/2016;2016;410573;;;;;;;;
830075451;31/12/2016;2016;1792457;;;;;;;;
830075489;31/12/2016;2016;1083409;;;;;;;;
830075592;31/12/2016;2016;-5915;;;;;;;;
830075657;31/12/2016;2016;170181;2892;2892;2892;173073;;;;
830075789;31/12/2016;2016;3259357;;;;;;;;
830075862;31/12/2016;2016;1013094;;;;;;;;
830075912;31/12/2016;2016;173046;;;;;;;;
830076079;31/12/2016;2016;-565976;0;0;0;-565976;0;0;0;0
830076100;31/12/2016;2016;499325;;;;;;;;
830076341;31/12/2016;2016;1419985;;;;1419985;;;;
830076427;31/12/2016;2016;127256;;;;;;;;
830076478;31/12/2016;2016;105296;;;;;;;;
830076606;31/12/2016;2016;647417;;;;;;;;
830076778;31/12/2016;2016;-364091;;;;;;;;
830076788;31/12/2016;2016;105116;0;0;0;105116;0;0;;
830076882;31/12/2016;2016;25862953;;;;;;;;
830077004;31/12/2016;2016;-112469;;;;;;;;
830077054;31/12/2016;2016;46341;;0;0;46341;0;;0;0
830077082;31/12/2016;2016;-1661566;;;;;;;;
830077180;31/12/2016;2016;788392;;;;;;;;
830077515;31/12/2016;2016;578000;;;;;;;;
830077539;31/12/2016;2016;2473863;0;0;0;2473863;0;0;0;0
830077641;31/12/2016;2016;509785;0;0;69570;579355;;0;69570;69570
830077655;31/12/2016;2016;1715756;;;;;;;;
830077873;31/12/2016;2016;179413;;;;;;;;
830077989;31/12/2016;2016;36490;;;;36490;;;;
830077998;31/12/2016;2016;128963;;;;;;;;
830078146;31/12/2016;2016;-119176;0;0;0;-119176;0;0;0;0
830078162;31/12/2016;2016;42731;-82654;-82654;-82654;-39923;;;;
830078165;31/12/2016;2016;181309;0;0;0;181309;0;0;0;0
830078185;31/12/2016;2016;121273;;;;;;;;
830078222;31/12/2016;2016;42416;;;;42416;;;;
830078262;31/12/2016;2016;2722495;;;;;;;;
830078301;31/12/2016;2016;-317396;;;;;;;;
830078352;31/12/2016;2016;15039;;;;;;;;
830078782;31/12/2016;2016;29321;;0;0;29321;0;;;
830078829;31/12/2016;2016;2389393;;;;;;;;
830078903;31/12/2016;2016;276626;;;;;;;;
830078916;31/12/2016;2016;864513;0;0;0;864513;0;0;0;0
830078927;31/12/2016;2016;197719;;;;197719;;;;
830079013;31/12/2016;2016;64219;;;;;;;;
830079019;31/12/2016;2016;138234;;;;;;;;
830079147;31/12/2016;2016;974375;0;0;0;974375;0;0;0;0
830079395;31/12/2016;2016;689078;;;;;;;;
830079433;31/12/2016;2016;31481;0;0;0;31481;0;0;0;0
830079434;31/12/2016;2016;3667716;0;0;0;3667716;0;0;0;0
830079490;31/12/2016;2016;993010;0;0;0;993010;0;0;0;0
830079656;31/12/2016;2016;-10717;;;;-10717;;;;
830079708;31/12/2016;2016;-82571;;;;;;;;
830079801;31/12/2016;2016;57607;;;;;;;;
830079892;31/12/2016;2016;851996;;;;851996;;;;
830080070;31/12/2016;2016;-413813;;;;-413813;;;;
830080086;31/12/2016;2016;167100;;;;167100;;;;
830080102;31/12/2016;2016;-2445622;;;;-2445622;;;;
830080157;31/12/2016;2016;-59603;0;0;0;-59603;0;0;0;0
830080190;31/12/2016;2016;646920;;;;646920;;;;
830080201;31/12/2016;2016;19272;;;;;;;;
830080299;31/12/2016;2016;-32274;;;;;;;;
830080369;31/12/2016;2016;72066;;-197297;-197297;-125231;-197297;;;
830080396;31/12/2016;2016;626000;;;;;;;;
830080402;31/12/2016;2016;1001611;;;;;;;;
830080446;31/12/2016;2016;111616;;;;111616;;;;
830080556;31/12/2016;2016;204040;;;;;;;;
830080641;31/12/2016;2016;1421826;;;;;;;;
830080675;31/12/2016;2016;162689;;;;;;;;
830080686;31/12/2016;2016;6955;;;;;;;;
830080779;31/12/2016;2016;42581;;;;;;;;
830080928;31/12/2016;2016;84789;;-66334;-66334;18455;-66334;;;
830081115;31/12/2016;2016;-129461;;;;;;;;
830081116;31/12/2016;2016;42700;;;;;;;;
830081117;31/12/2016;2016;469681;;;;;;;;
830081118;31/12/2016;2016;91271;;;;;;;;
830081217;31/12/2016;2016;355753;;;;;;;;
830081346;31/12/2016;2016;590641;;;;590641;;;;
830081422;31/12/2016;2016;455802;;;;455802;;;;
830081506;31/12/2016;2016;-438299;0;0;0;-438299;0;0;0;0
830081544;31/12/2016;2016;-155607;;;;;;;;
830081566;31/12/2016;2016;1036071;;;;;;;;
830081680;31/12/2016;2016;851144;;;;;;;;
830081918;31/12/2016;2016;204540;;-618378;-618378;-413838;-618378;;;
830082138;31/12/2016;2016;112824;;;;;;;;
830082280;31/12/2016;2016;46879;;;;46879;;;;
830082285;31/12/2016;2016;185749;;;;;;;;
830082401;31/12/2016;2016;204756;14040;14040;14040;218796;;;;
830082545;31/12/2016;2016;1023908;;;;;;;;
830082556;31/12/2016;2016;179761;;;;;;;;
830082560;31/12/2016;2016;334586;0;0;0;334586;0;0;0;0
830082561;31/12/2016;2016;947649;;;;;;;;
830082693;31/12/2016;2016;46615;;;;;;;;
830082694;31/12/2016;2016;109501;;;;109501;;;;
830082725;31/12/2016;2016;569984;;;;;;;;
830082765;31/12/2016;2016;645096;0;0;0;645096;0;0;0;0
830082848;31/12/2016;2016;354345;;;;;;;;
830083006;31/12/2016;2016;-210076;0;0;0;-210076;0;0;0;0
830083101;31/12/2016;2016;-141395;;;;-141395;;;;
830083161;31/12/2016;2016;66873;;;;;;;;
830083177;31/12/2016;2016;-59571;;;;;;;;
830083233;31/12/2016;2016;173455;;;;173455;;;;
830083335;31/12/2016;2016;448214;;;;;;;;
830083366;31/12/2016;2016;226067;;;;;;;;
830083386;31/12/2016;2016;-116632;547939;547939;547939;431307;;;;
830083491;31/12/2016;2016;39718;0;0;0;39718;0;0;0;0
830083523;31/12/2016;2016;573993;0;0;0;573993;0;0;0;0
830083694;31/12/2016;2016;354197;;;;;;;;
830083714;31/12/2016;2016;1349330;;;;1349330;;;;
830083728;31/12/2016;2016;403112;288292;288292;184452;587564;;;-103840;-103840
830083756;31/12/2016;2016;1825113;;;;1825113;;;;
830083766;31/12/2016;2016;27576;;;;27576;;;;
830083771;31/12/2016;2016;167695;;;;167695;;;;
830083864;31/12/2016;2016;2873;;;;;;;;
830083944;31/12/2016;2016;303090;;;;;;;;
830083968;31/12/2016;2016;303812;;9477;9477;313289;9477;;;
830084028;31/12/2016;2016;176737;;;525645;702382;;;525645;525645
830084038;31/12/2016;2016;1366745;;;;;;;;
830084039;31/12/2016;2016;97485;;;;;;;;
830084108;31/12/2016;2016;349248;;;;349248;;;;
830084203;31/12/2016;2016;-116497;;;;-116497;;;;
830084254;31/12/2016;2016;100458;;;;100458;;;;
830084255;31/12/2016;2016;11889;0;0;0;11889;0;0;0;0
830084329;31/12/2016;2016;-4147069;;;;;;;;
830084347;31/12/2016;2016;958508;;;;;;;;
830084348;31/12/2016;2016;1684221;;;;;;;;
830084499;31/12/2016;2016;90614;;;;;;;;
830084544;31/12/2016;2016;730742;0;0;0;730742;0;0;0;0
830084556;31/12/2016;2016;-3785;;;;;;;;
830084624;31/12/2016;2016;-656236;;;;;;;;
830084968;31/12/2016;2016;2234848;;;;;;;;
830084978;31/12/2016;2016;-420179;;;;;;;;
830084985;31/12/2016;2016;-159209;;;;-159209;;;;
830084992;31/12/2016;2016;243536;;;;;;;;
830085016;31/12/2016;2016;-15480291;;;;;;;;
830085084;31/12/2016;2016;3846;;;;;;;;
830085087;31/12/2016;2016;66942;0;0;0;66942;0;0;0;0
830085117;31/12/2016;2016;1035;;;;;;;;
830085241;31/12/2016;2016;445059;;;;;;;;
830085264;31/12/2016;2016;308350;;;;;;;;
830085294;31/12/2016;2016;-23794;;;;;;;;
830085315;31/12/2016;2016;-388537;0;0;0;-388537;0;0;0;0
830085346;31/12/2016;2016;872242;;;;872242;;;;
830085370;31/12/2016;2016;345072;;;;;;;;
830085394;31/12/2016;2016;895245;;;;;;;;
830085399;31/12/2016;2016;81106;;;;;;;;
830085497;31/12/2016;2016;695730;;;;695730;;;;
830085509;31/12/2016;2016;33110;0;0;0;33110;0;0;0;0
830085540;31/12/2016;2016;793886;1362549;1362549;1362549;2156435;;;;
830085578;31/12/2016;2016;17502;;;;;;;;
830085630;31/12/2016;2016;43009;;;;43009;;;;
830085642;31/12/2016;2016;1488188;;;;;;;;
830085653;31/12/2016;2016;-49739;;16168;16168;-33571;16168;;;
830085740;31/12/2016;2016;727231;0;0;0;727231;0;0;0;0
830085840;31/12/2016;2016;209317;;;;;;;;
830086199;31/12/2016;2016;409736;;;;;;;;
830086206;31/12/2016;2016;-17509;;;;;;;;
830086232;31/12/2016;2016;2668637;0;0;0;2668637;0;0;0;0
830086249;31/12/2016;2016;364474;;187759;187759;552233;187759;;;
830086392;31/12/2016;2016;520617;;;;520617;;;;
830086641;31/12/2016;2016;-85929;;;;;;;;
830086645;31/12/2016;2016;600098;0;0;0;600098;0;0;0;0
830086665;31/12/2016;2016;198500;;;;;;;;
830086777;31/12/2016;2016;417391;;0;0;417391;0;;;
830086936;31/12/2016;2016;709945;;;;;;;;
830086999;31/12/2016;2016;649484;;;;;;;;
830087030;31/12/2016;2016;298663;0;0;0;298663;0;0;;
830087065;31/12/2016;2016;91358;0;0;0;91358;0;0;0;0
830087085;31/12/2016;2016;174210;;;;;;;;
830087140;31/12/2016;2016;296384;0;0;0;296384;0;0;0;0
830087163;31/12/2016;2016;443383;;;;;;;;
830087164;31/12/2016;2016;6570;;;;;;;;
830087171;31/12/2016;2016;-231710;;;;;;;;
830087188;31/12/2016;2016;72843;;;;;;;;
830087219;31/12/2016;2016;320927;0;0;0;320927;0;0;0;0
830087275;31/12/2016;2016;-23876;;;;;;;;
830087454;31/12/2016;2016;351741;;;;;;;;
830087469;31/12/2016;2016;209149;0;0;0;209149;0;0;0;0
830087479;31/12/2016;2016;884341;;;;;;;;
830087566;31/12/2016;2016;179547;;;;;;;;
830087633;31/12/2016;2016;69558;0;0;0;69558;0;0;0;0
830087675;31/12/2016;2016;226914;;;;;;;;
830087721;31/12/2016;2016;2407793;;;;;;;;
830087764;31/12/2016;2016;117249;;;;;;;;
830087915;31/12/2016;2016;296932;;;;;;;;
830088085;31/12/2016;2016;473537;;;;;;;;
830088184;31/12/2016;2016;201898;;;;;;;;
830088250;31/12/2016;2016;635312;;;;635312;;;;
830088374;31/12/2016;2016;394874;;;;;;;;
830088469;31/12/2016;2016;130799;;;;;;;;
830088479;31/12/2016;2016;315282;0;0;0;315282;0;0;0;0
830088552;31/12/2016;2016;2145335;;;;;;;;
830088574;31/12/2016;2016;73165;;;;73165;;;;
830088577;31/12/2016;2016;772870;;;;;;;;
830088784;31/12/2016;2016;39326;;;;;;;;
830088925;31/12/2016;2016;774059;;;;;;;;
830089109;31/12/2016;2016;104483;;;;;;;;
830089147;31/12/2016;2016;13650328;;;;;;;;
830089197;31/12/2016;2016;1406193;;;;;;;;
830089277;31/12/2016;2016;24191;;;;;;;;
830089305;31/12/2016;2016;536911;;;;;;;;
830089377;31/12/2016;2016;105897;;;;;;;;
830089381;31/12/2016;2016;1608690;;;;;;;;
830089480;31/12/2016;2016;85084;;;;;;;;
830089513;31/12/2016;2016;-21096;;;;;;;;
830089569;31/12/2016;2016;293868;;;0;293868;;;0;0
830089642;31/12/2016;2016;891536;;;;;;;;
830089795;31/12/2016;2016;-948;;;;;;;;
830089924;31/12/2016;2016;311092;;;;;;;;
830089991;31/12/2016;2016;519676;;;;519676;;;;
830090061;31/12/2016;2016;-22059;;;;;;;;
830090100;31/12/2016;2016;249250;;;;249250;;;;
830090229;31/12/2016;2016;54790;0;0;0;54790;0;0;;
830090230;31/12/2016;2016;574572;0;0;0;574572;0;0;0;0
830090290;31/12/2016;2016;95350;;;;;;;;
830090315;31/12/2016;2016;619889;;;;;;;;
830090360;31/12/2016;2016;-88912;;;;-88912;;;;
830090620;31/12/2016;2016;89881;;;;;;;;
830090812;31/12/2016;2016;72455;93634;93634;93634;166089;;;;
830090909;31/12/2016;2016;844061;;;;;;;;
830091033;31/12/2016;2016;23674;;;;23674;;;;
830091222;31/12/2016;2016;403440;0;0;0;403440;0;0;0;0
830091224;31/12/2016;2016;74064;;;;;;;;
830091247;31/12/2016;2016;131727;;;;131727;;;;
830091322;31/12/2016;2016;200848;;;;;;;;
830091361;31/12/2016;2016;1293313;;;;;;;;
830091382;31/12/2016;2016;-1164580;;;;-1164580;;;;
830091545;31/12/2016;2016;-447288;;;;-447288;;;;
830091715;31/12/2016;2016;9992;;;;;;;;
830091739;31/12/2016;2016;769104;;;;;;;;
830091761;31/12/2016;2016;375242;;-12961;-12961;362281;-12961;;;
830091820;31/12/2016;2016;13481;;;;;;;;
830091835;31/12/2016;2016;669384;0;0;0;669384;0;0;0;0
830091909;31/12/2016;2016;235774;;;;;;;;
830091939;31/12/2016;2016;514046;;;;;;;;
830091965;31/12/2016;2016;2424917;;;;;;;;
830091979;31/12/2016;2016;86629;;;;;;;;
